Service,Public Law Title,FY,deflator.type,Amount,source.table,data.notes
Air.Force,Family Housing,1968,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1968,Constant,976e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1968,Constant,-321e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1968,Current,584e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1968,Current,616e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1968,Current,9356e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1968,Current,3393e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1968,Current,502e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1968,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1968,Current,167e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1968,Current,-55e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1969,Constant,60072e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1969,Constant,53392e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1969,Constant,50113e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1969,Constant,19966e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1969,Constant,1492e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1969,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1969,Constant,2365e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1969,Constant,-164e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1969,Current,6253e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1969,Current,7143e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1969,Current,8219e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1969,Current,3443e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1969,Current,273e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1969,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1969,Current,419e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1969,Current,-29e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1970,Constant,58169e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1970,Constant,48525e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1970,Constant,37841e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1970,Constant,17109e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1970,Constant,1559e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1970,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1970,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1970,Constant,-14e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1970,Current,6691e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1970,Current,6865e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1970,Current,6439e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1970,Current,3084e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1970,Current,303e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1970,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1970,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1970,Current,-26e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1971,Constant,54709e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1971,Constant,44423e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1971,Constant,33187e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1971,Constant,14784e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1971,Constant,1426e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1971,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1971,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1971,Constant,-106e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1971,Current,6744e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1971,Current,6715e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1971,Current,5943e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1971,Current,2803e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1971,Current,296e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1971,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1971,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1971,Current,-2e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1972,Constant,51668e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1972,Constant,42235e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1972,Constant,31203e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1972,Constant,14587e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1972,Constant,1371e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1972,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1972,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1972,Constant,-241e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1972,Current,7256e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1972,Current,6815e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1972,Current,6012e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1972,Current,2903e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1972,Current,307e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1972,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1972,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1972,Current,-48e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1973,Constant,4872e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1973,Constant,40175e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1973,Constant,27937e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1973,Constant,14731e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1973,Constant,1133e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1973,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1973,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1973,Constant,-96e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1973,Current,7633e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1973,Current,7039e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1973,Current,5873e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1973,Current,312e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1973,Current,289e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1973,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1973,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1973,Current,-2e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1974,Constant,46631e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1974,Constant,39013e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1974,Constant,25267e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1974,Constant,1324e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1974,Constant,984e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1974,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1974,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1974,Constant,-117e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1974,Current,7798e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1974,Current,7693e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1974,Current,5858e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1974,Current,307e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1974,Current,277e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1974,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1974,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1974,Current,-26e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1975,Constant,43806e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1975,Constant,38614e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1975,Constant,23456e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1975,Constant,12775e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1975,Constant,1642e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1975,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1975,Constant,496e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1975,Constant,-286e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1975,Current,785e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1975,Current,8225e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1975,Current,6041e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1975,Current,3291e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1975,Current,508e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1975,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1975,Current,126e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1975,Current,-72e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1976,Constant,41175e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1976,Constant,37255e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1976,Constant,27045e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1976,Constant,12738e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1976,Constant,1862e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1976,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1976,Constant,55e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1976,Constant,-43e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1976,Current,7783e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1976,Current,8715e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1976,Current,7704e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1976,Current,3607e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1976,Current,632e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1976,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1976,Current,15e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1976,Current,-12e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1977,Constant,38881e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1977,Constant,37544e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1977,Constant,34647e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1977,Constant,12618e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1977,Constant,2469e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1977,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1977,Constant,2e8,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1977,Constant,-11e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1977,Current,7726e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1977,Current,9421e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1977,Current,10185e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1977,Current,3755e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1977,Current,856e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1977,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1977,Current,59e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1977,Current,-32e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1978,Constant,37749e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1978,Constant,36209e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1978,Constant,30529e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1978,Constant,12881e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1978,Constant,1251e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1978,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1978,Constant,908e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1978,Constant,-97e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1978,Current,7989e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1978,Current,9839e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1978,Current,9875e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1978,Current,4165e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1978,Current,47e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1978,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1978,Current,287e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1978,Current,-31e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1979,Constant,37405e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1979,Constant,36817e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1979,Constant,29841e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1979,Constant,12444e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1979,Constant,133e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1979,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1979,Constant,57e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1979,Constant,-42e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1979,Current,8426e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1979,Current,10822e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1979,Current,10707e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1979,Current,4395e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1979,Current,541e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1979,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1979,Current,196e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1979,Current,-145e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1980,Constant,37069e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1980,Constant,38819e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1980,Constant,3207e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1980,Constant,13041e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1980,Constant,1456e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1980,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1980,Constant,1163e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1980,Constant,-699e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1980,Current,8996e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1980,Current,1415e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1980,Current,12707e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1980,Current,5056e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1980,Current,633e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1980,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1980,Current,443e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1980,Current,-266e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1981,Constant,38437e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1981,Constant,41573e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1981,Constant,39099e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1981,Constant,16825e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1981,Constant,23e8,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1981,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1981,Constant,1408e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1981,Constant,-221e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1981,Current,10666e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1981,Current,16889e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1981,Current,16907e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1981,Current,7133e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1981,Current,1049e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1981,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1981,Current,593e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1981,Current,-93e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1982,Constant,38817e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1982,Constant,42851e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1982,Constant,51501e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1982,Constant,19784e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1982,Constant,3596e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1982,Constant,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1982,Constant,174e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1982,Constant,-769e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1982,Current,12285e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1982,Current,18486e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1982,Current,23747e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1982,Current,8872e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1982,Current,1701e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1982,Current,0,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1982,Current,79e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1982,Current,-349e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1983,Constant,39636e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1983,Constant,45247e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1983,Constant,57961e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1983,Constant,22763e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1983,Constant,3506e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1983,Constant,189e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1983,Constant,343e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1983,Constant,-174e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1983,Current,13118e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1983,Current,19645e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1983,Current,27982e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1983,Current,10621e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1983,Current,1715e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1983,Current,914e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1983,Current,162e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1983,Current,-82e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1984,Constant,39902e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1984,Constant,47089e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1984,Constant,72253e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1984,Constant,25322e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1984,Constant,319e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1984,Constant,1625e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1984,Constant,2634e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1984,Constant,-275e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1984,Current,1382e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1984,Current,20369e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1984,Current,36092e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1984,Current,12258e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1984,Current,161e7,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1984,Current,805e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1984,Current,1289e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1984,Current,-134e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1985,Constant,50689e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1985,Constant,49707e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1985,Constant,81264e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1985,Constant,27009e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1985,Constant,3368e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1985,Constant,1737e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1985,Constant,1084e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1985,Constant,-487e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1985,Current,19313e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1985,Current,21846e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1985,Current,41838e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1985,Current,13485e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1985,Current,1752e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1985,Current,885e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1985,Current,549e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,"Trust, Receipts, and Other",1985,Current,-246e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Personnel,1986,Constant,49259e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Operation and Maintenance,1986,Constant,48757e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Procurement,1986,Constant,71893e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,RDT&E,1986,Constant,25573e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Military Construction,1986,Constant,3274e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Family Housing,1986,Constant,1521e6,tbl.6-21,All enacted war and supplemental funding is included
Air.Force,Revolving and Management Funds,1986,Constant,1447e6,tbl.6-21,All enacted war and supplemental funding is included
