Public Law Title,FY,Amount,Deflator.Type,Source
"Retired Pay, Defense",1964,11329e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1964,105278e6,Constant,Table 6.8 DOD BA By Title
Procurement,1964,118351e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1964,48239e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1964,6423e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1964,4469e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1964,0,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1964,-1194e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1965,168489e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1965,12691e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1965,107836e6,Constant,Table 6.8 DOD BA By Title
Procurement,1965,102096e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1965,43854e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1965,6813e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1965,4325e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1965,0,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1965,-129e7,Constant,Table 6.8 DOD BA By Title
Military Personnel,1966,17787e7,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1966,13886e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1966,123934e6,Constant,Table 6.8 DOD BA By Title
Procurement,1966,136581e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1966,44177e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1966,1556e7,Constant,Table 6.8 DOD BA By Title
Family Housing,1966,442e7,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1966,8635e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1966,-1443e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1967,199502e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1967,15396e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1967,14817e7,Constant,Table 6.8 DOD BA By Title
Procurement,1967,149773e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1967,45406e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1967,6584e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1967,3309e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1967,611e7,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1967,-86e7,Constant,Table 6.8 DOD BA By Title
Military Personnel,1968,207e9,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1968,16969e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1968,155212e6,Constant,Table 6.8 DOD BA By Title
Procurement,1968,146615e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1968,44701e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1968,8758e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1968,3834e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1968,301e7,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1968,-915e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1969,208305e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1969,18836e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1969,157797e6,Constant,Table 6.8 DOD BA By Title
Procurement,1969,123135e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1969,45106e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1969,6377e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1969,3162e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1969,5431e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1969,-754e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1970,20005e7,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1970,2044e7,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1970,143432e6,Constant,Table 6.8 DOD BA By Title
Procurement,1970,104131e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1970,41639e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1970,5038e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1970,351e7,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1970,25e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1970,-763e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1971,184089e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1971,21924e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1971,128554e6,Constant,Table 6.8 DOD BA By Title
Procurement,1971,86249e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1971,37754e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1971,6277e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1971,3899e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1971,0,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1971,-62e7,Constant,Table 6.8 DOD BA By Title
Military Personnel,1972,164574e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1972,23649e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1972,124044e6,Constant,Table 6.8 DOD BA By Title
Procurement,1972,90654e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1972,38089e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1972,5663e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1972,4459e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1972,0,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1972,-532e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1973,152618e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1973,25379e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1973,120699e6,Constant,Table 6.8 DOD BA By Title
Procurement,1973,81819e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1973,37743e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1973,5362e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1973,4811e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1973,0,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1973,-505e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1974,14579e7,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1974,26839e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1974,119427e6,Constant,Table 6.8 DOD BA By Title
Procurement,1974,72621e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1974,35168e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1974,5521e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1974,5122e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1974,0,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1974,-691e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1975,140273e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1975,28546e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1975,12003e7,Constant,Table 6.8 DOD BA By Title
Procurement,1975,63777e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1975,3355e7,Constant,Table 6.8 DOD BA By Title
Military Construction,1975,6202e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1975,4765e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1975,624e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1975,-688e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1976,135164e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1976,30128e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1976,120179e6,Constant,Table 6.8 DOD BA By Title
Procurement,1976,72418e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1976,33408e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1976,7072e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1976,4712e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1976,496e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1976,-538e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1977,131549e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1977,31987e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1977,124541e6,Constant,Table 6.8 DOD BA By Title
Procurement,1977,93065e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1977,35065e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1977,6499e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1977,4444e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1977,746e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1977,-584e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1978,12868e7,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1978,33152e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1978,124196e6,Constant,Table 6.8 DOD BA By Title
Procurement,1978,89774e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1978,35143e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1978,4538e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1978,4442e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1978,1341e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1978,-468e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1979,127717e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1979,34303e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1979,127847e6,Constant,Table 6.8 DOD BA By Title
Procurement,1979,86204e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1979,34486e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1979,5883e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1979,4563e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1979,2108e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1979,-1428e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1980,128034e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1980,3561e7,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1980,133336e6,Constant,Table 6.8 DOD BA By Title
Procurement,1980,87915e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1980,34386e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1980,5503e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1980,3858e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1980,3507e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1980,-191e7,Constant,Table 6.8 DOD BA By Title
Military Personnel,1981,132723e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1981,3704e7,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1981,143655e6,Constant,Table 6.8 DOD BA By Title
Procurement,1981,110387e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1981,38878e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1981,7687e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1981,4642e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1981,6357e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1981,-1541e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1982,134756e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1982,37635e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1982,153593e6,Constant,Table 6.8 DOD BA By Title
Procurement,1982,139473e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1982,44585e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1982,10676e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1982,4753e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1982,5503e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1982,-1576e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1983,137164e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1983,3835e7,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1983,159292e6,Constant,Table 6.8 DOD BA By Title
Procurement,1983,166051e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1983,48799e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1983,956e7,Constant,Table 6.8 DOD BA By Title
Family Housing,1983,567e7,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1983,2281e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1983,-774e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1984,13863e7,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1984,37888e6,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1984,16671e7,Constant,Table 6.8 DOD BA By Title
Procurement,1984,172234e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1984,55432e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1984,9262e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1984,5442e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1984,567e7,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1984,-1329e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1985,176107e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1985,0,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1985,177916e6,Constant,Table 6.8 DOD BA By Title
Procurement,1985,187862e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1985,62659e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1985,10914e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1985,5716e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1985,10058e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1985,-883e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1986,171856e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1986,0,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1986,170519e6,Constant,Table 6.8 DOD BA By Title
Procurement,1986,17394e7,Constant,Table 6.8 DOD BA By Title
RDT&E,1986,6552e7,Constant,Table 6.8 DOD BA By Title
Military Construction,1986,10149e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1986,5403e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1986,10067e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1986,-1401e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1987,180599e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1987,0,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1987,174568e6,Constant,Table 6.8 DOD BA By Title
Procurement,1987,145936e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1987,67322e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1987,9449e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1987,5738e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1987,489e7,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1987,-1515e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1988,17948e7,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1988,0,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1988,173147e6,Constant,Table 6.8 DOD BA By Title
Procurement,1988,140127e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1988,66286e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1988,9515e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1988,5763e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1988,2265e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1988,-1504e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1989,178089e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1989,0,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1989,174533e6,Constant,Table 6.8 DOD BA By Title
Procurement,1989,1341e8,Constant,Table 6.8 DOD BA By Title
RDT&E,1989,65408e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1989,9849e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1989,5687e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1989,1565e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1989,-1209e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1990,176149e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1990,0,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1990,173035e6,Constant,Table 6.8 DOD BA By Title
Procurement,1990,133041e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1990,61205e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1990,8571e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1990,5274e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1990,781e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1990,-1439e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1991,178237e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1991,0,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1991,207978e6,Constant,Table 6.8 DOD BA By Title
Procurement,1991,114164e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1991,58753e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1991,8438e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1991,5318e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1991,434e7,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1991,-71272e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1992,16793e7,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1992,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1992,167502e6,Constant,Table 6.8 DOD BA By Title
Procurement,1992,97997e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1992,57943e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1992,8338e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1992,5899e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1992,7351e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1992,-9802e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1993,150423e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1993,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1993,167345e6,Constant,Table 6.8 DOD BA By Title
Procurement,1993,80583e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1993,59195e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1993,7093e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1993,6092e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1993,7072e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1993,-2292e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1994,137874e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1994,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1994,161644e6,Constant,Table 6.8 DOD BA By Title
Procurement,1994,66192e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1994,52834e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1994,9161e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1994,5301e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1994,6334e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1994,-1365e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1995,13488e7,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1995,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1995,166461e6,Constant,Table 6.8 DOD BA By Title
Procurement,1995,64413e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1995,51706e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1995,8143e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1995,5068e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1995,7959e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1995,-2679e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1996,128691e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1996,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1996,162201e6,Constant,Table 6.8 DOD BA By Title
Procurement,1996,61971e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1996,51402e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1996,10165e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1996,6237e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1996,4653e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1996,-894e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1997,125846e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1997,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1997,156512e6,Constant,Table 6.8 DOD BA By Title
Procurement,1997,61816e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1997,52751e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1997,835e7,Constant,Table 6.8 DOD BA By Title
Family Housing,1997,5968e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1997,10893e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1997,-2026e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1998,119665e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1998,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1998,159096e6,Constant,Table 6.8 DOD BA By Title
Procurement,1998,63779e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1998,5309e7,Constant,Table 6.8 DOD BA By Title
Military Construction,1998,7887e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1998,5472e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1998,3839e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1998,-3147e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,1999,117491e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",1999,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,1999,167288e6,Constant,Table 6.8 DOD BA By Title
Procurement,1999,71726e6,Constant,Table 6.8 DOD BA By Title
RDT&E,1999,54143e6,Constant,Table 6.8 DOD BA By Title
Military Construction,1999,7669e6,Constant,Table 6.8 DOD BA By Title
Family Housing,1999,5066e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,1999,7495e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",1999,-1151e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2000,117091e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2000,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2000,170907e6,Constant,Table 6.8 DOD BA By Title
Procurement,2000,76011e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2000,53706e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2000,7133e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2000,493e7,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2000,10038e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2000,-2361e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2001,118019e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2001,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2001,18757e7,Constant,Table 6.8 DOD BA By Title
Procurement,2001,85313e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2001,56792e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2001,744e7,Constant,Table 6.8 DOD BA By Title
Family Housing,2001,5032e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2001,7194e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2001,-18e8,Constant,Table 6.8 DOD BA By Title
Military Personnel,2002,126194e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2002,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2002,197825e6,Constant,Table 6.8 DOD BA By Title
Procurement,2002,84092e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2002,6556e7,Constant,Table 6.8 DOD BA By Title
Military Construction,2002,8896e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2002,5451e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2002,5868e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2002,-2273e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2003,153929e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2003,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2003,2512e8,Constant,Table 6.8 DOD BA By Title
Procurement,2003,103006e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2003,76742e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2003,873e7,Constant,Table 6.8 DOD BA By Title
Family Housing,2003,5536e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2003,5484e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2003,-1557e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2004,158945e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2004,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2004,258302e6,Constant,Table 6.8 DOD BA By Title
Procurement,2004,106289e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2004,8322e7,Constant,Table 6.8 DOD BA By Title
Military Construction,2004,7823e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2004,4943e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2004,10315e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2004,-675e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2005,160834e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2005,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2005,231871e6,Constant,Table 6.8 DOD BA By Title
Procurement,2005,120408e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2005,86071e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2005,903e7,Constant,Table 6.8 DOD BA By Title
Family Housing,2005,5115e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2005,9908e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2005,-1587e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2006,16478e7,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2006,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2006,265681e6,Constant,Table 6.8 DOD BA By Title
Procurement,2006,128263e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2006,88629e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2006,11603e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2006,539e7,Constant,Table 6.8 DOD BA By Title
