Public Law Title,FY,Amount,Deflator.Type,Source
Operation and Maintenance,2002,201088e6,Constant,Table 6.8 DOD BA By Title
Procurement,2002,85017e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2002,66271e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2002,8991e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2002,552e7,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2002,5938e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2002,-23e8,Constant,Table 6.8 DOD BA By Title
Military Personnel,2003,157466e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2003,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2003,255245e6,Constant,Table 6.8 DOD BA By Title
Procurement,2003,104125e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2003,77597e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2003,8824e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2003,5606e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2003,5547e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2003,-1576e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2004,16275e7,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2004,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2004,262273e6,Constant,Table 6.8 DOD BA By Title
Procurement,2004,107454e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2004,84171e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2004,7906e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2004,5006e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2004,10434e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2004,-684e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2005,164649e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2005,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2005,235303e6,Constant,Table 6.8 DOD BA By Title
Procurement,2005,121751e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2005,87058e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2005,9126e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2005,5174e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2005,10022e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2005,-1606e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2006,168615e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2006,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2006,26964e7,Constant,Table 6.8 DOD BA By Title
Procurement,2006,129711e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2006,8963e7,Constant,Table 6.8 DOD BA By Title
Military Construction,2006,11726e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2006,5454e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2006,5872e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2006,-308e7,Constant,Table 6.8 DOD BA By Title
Military Personnel,2007,168423e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2007,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2007,29542e7,Constant,Table 6.8 DOD BA By Title
Procurement,2007,161454e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2007,93209e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2007,16881e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2007,4864e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2007,3419e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2007,-2295e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2008,172048e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2008,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2008,30428e7,Constant,Table 6.8 DOD BA By Title
Procurement,2008,19611e7,Constant,Table 6.8 DOD BA By Title
RDT&E,2008,93688e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2008,26268e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2008,3362e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2008,12137e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2008,-1823e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2009,178817e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2009,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2009,319438e6,Constant,Table 6.8 DOD BA By Title
Procurement,2009,1587e8,Constant,Table 6.8 DOD BA By Title
RDT&E,2009,92871e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2009,314e8,Constant,Table 6.8 DOD BA By Title
Family Housing,2009,4492e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2009,-1396e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2009,-1412e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2010,183031e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2010,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2010,336639e6,Constant,Table 6.8 DOD BA By Title
Procurement,2010,156669e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2010,91835e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2010,2612e7,Constant,Table 6.8 DOD BA By Title
Family Housing,2010,2599e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2010,6431e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2010,-1829e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2011,181778e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2011,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2011,342326e6,Constant,Table 6.8 DOD BA By Title
Procurement,2011,149674e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2011,86169e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2011,18185e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2011,206e7,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2011,3204e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2011,-2352e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2012,17853e7,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2012,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2012,316176e6,Constant,Table 6.8 DOD BA By Title
Procurement,2012,132272e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2012,79731e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2012,12749e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2012,1866e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2012,8089e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2012,-505e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2013,169962e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2013,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2013,279897e6,Constant,Table 6.8 DOD BA By Title
Procurement,2013,107802e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2013,69256e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2013,8929e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2013,1616e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2013,4901e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2013,-1824e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2014,164006e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2014,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2014,281603e6,Constant,Table 6.8 DOD BA By Title
Procurement,2014,109222e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2014,68551e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2014,9159e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2014,152e7,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2014,12158e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2014,-2028e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2015,157495e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2015,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2015,262069e6,Constant,Table 6.8 DOD BA By Title
Procurement,2015,109511e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2015,68143e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2015,607e7,Constant,Table 6.8 DOD BA By Title
Family Housing,2015,1207e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2015,7964e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2015,-1952e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2016,154943e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2016,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2016,259995e6,Constant,Table 6.8 DOD BA By Title
Procurement,2016,125505e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2016,7315e7,Constant,Table 6.8 DOD BA By Title
Military Construction,2016,7324e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2016,1318e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2016,9782e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2016,-834e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2017,152819e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2017,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2017,268952e6,Constant,Table 6.8 DOD BA By Title
Procurement,2017,129001e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2017,76663e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2017,7161e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2017,1382e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2017,15646e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2017,-459e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2018,150157e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2018,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2018,266701e6,Constant,Table 6.8 DOD BA By Title
Procurement,2018,128009e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2018,7608e7,Constant,Table 6.8 DOD BA By Title
Military Construction,2018,7212e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2018,1298e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2018,1961e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2018,-1188e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2019,161527e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2019,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2019,284553e6,Constant,Table 6.8 DOD BA By Title
Procurement,2019,144545e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2019,92634e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2019,9801e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2019,1583e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2019,1557e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2019,-1134e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2020,159124e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2020,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2020,237279e6,Constant,Table 6.8 DOD BA By Title
Procurement,2020,129572e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2020,8825e7,Constant,Table 6.8 DOD BA By Title
Military Construction,2020,966e7,Constant,Table 6.8 DOD BA By Title
Family Housing,2020,1353e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2020,238e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2020,-911e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2021,161243e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2021,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2021,239923e6,Constant,Table 6.8 DOD BA By Title
Procurement,2021,132277e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2021,87276e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2021,9474e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2021,1329e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2021,263e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2021,-1134e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2022,162487e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2022,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2022,241646e6,Constant,Table 6.8 DOD BA By Title
Procurement,2022,133358e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2022,82448e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2022,9883e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2022,1389e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2022,225e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2022,-1081e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2023,163065e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2023,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2023,239643e6,Constant,Table 6.8 DOD BA By Title
Procurement,2023,138713e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2023,79169e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2023,9427e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2023,1311e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2023,217e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2023,-132e7,Constant,Table 6.8 DOD BA By Title
