source.table,fy,current.constant,usa.or.foreign,direct.indirect.hire,pay.type,amount
tbl_6-15,2006,constant,foreign,direct.hire,foreign.nationals.direct.hire,613334000
tbl_6-15,2006,constant,foreign,indirect.hire,foreign.national.indirect.hire,1507763000
tbl_6-15,2007,constant,us,direct.hire,general.schedule,60119111000
tbl_6-15,2007,constant,us,direct.hire,wage.board,12020938000
tbl_6-15,2007,constant,foreign,direct.hire,foreign.nationals.direct.hire,531893000
tbl_6-15,2007,constant,foreign,indirect.hire,foreign.national.indirect.hire,1545660000
tbl_6-15,2008,constant,us,direct.hire,general.schedule,61004315000
tbl_6-15,2008,constant,us,direct.hire,wage.board,12518632000
tbl_6-15,2008,constant,foreign,direct.hire,foreign.nationals.direct.hire,580935000
tbl_6-15,2008,constant,foreign,indirect.hire,foreign.national.indirect.hire,1486317000
tbl_6-15,2009,constant,us,direct.hire,general.schedule,64874643000
tbl_6-15,2009,constant,us,direct.hire,wage.board,11904439000
tbl_6-15,2009,constant,foreign,direct.hire,foreign.nationals.direct.hire,598475000
tbl_6-15,2009,constant,foreign,indirect.hire,foreign.national.indirect.hire,1461583000
tbl_6-15,2010,constant,us,direct.hire,general.schedule,64632781000
tbl_6-15,2010,constant,us,direct.hire,wage.board,12145098000
tbl_6-15,2010,constant,foreign,direct.hire,foreign.nationals.direct.hire,579010000
tbl_6-15,2010,constant,foreign,indirect.hire,foreign.national.indirect.hire,1483222000
tbl_6-15,2011,constant,us,direct.hire,general.schedule,72602264000
tbl_6-15,2011,constant,us,direct.hire,wage.board,13226332000
tbl_6-15,2011,constant,foreign,direct.hire,foreign.nationals.direct.hire,1202762000
tbl_6-15,2011,constant,foreign,indirect.hire,foreign.national.indirect.hire,1884091000
tbl_6-15,2012,constant,us,direct.hire,general.schedule,75851773000
tbl_6-15,2012,constant,us,direct.hire,wage.board,12043129000
tbl_6-15,2012,constant,foreign,direct.hire,foreign.nationals.direct.hire,545149000
tbl_6-15,2012,constant,foreign,indirect.hire,foreign.national.indirect.hire,1412782000
tbl_6-15,2013,constant,us,direct.hire,general.schedule,75276703000
tbl_6-15,2013,constant,us,direct.hire,wage.board,11124676000
tbl_6-15,2013,constant,foreign,direct.hire,foreign.nationals.direct.hire,558802000
tbl_6-15,2013,constant,foreign,indirect.hire,foreign.national.indirect.hire,1462586000
tbl_6-15,2014,constant,us,direct.hire,general.schedule,74740222000
tbl_6-15,2014,constant,us,direct.hire,wage.board,11160567000
tbl_6-15,2014,constant,foreign,direct.hire,foreign.nationals.direct.hire,595619000
tbl_6-15,2014,constant,foreign,indirect.hire,foreign.national.indirect.hire,1310068000
tbl_6-15,2015,constant,us,direct.hire,general.schedule,76373402000
tbl_6-15,2015,constant,us,direct.hire,wage.board,10185248000
tbl_6-15,2015,constant,foreign,direct.hire,foreign.nationals.direct.hire,897632000
tbl_6-15,2015,constant,foreign,indirect.hire,foreign.national.indirect.hire,996413000
tbl_6-15,2016,constant,us,direct.hire,general.schedule,76724275000
tbl_6-15,2016,constant,us,direct.hire,wage.board,11738856000
tbl_6-15,2016,constant,foreign,direct.hire,foreign.nationals.direct.hire,654503000
tbl_6-15,2016,constant,foreign,indirect.hire,foreign.national.indirect.hire,877776000
tbl_6-15,2017,constant,us,direct.hire,general.schedule,76309388000
tbl_6-15,2017,constant,us,direct.hire,wage.board,11929967000
tbl_6-15,2017,constant,foreign,direct.hire,foreign.nationals.direct.hire,644026000
tbl_6-15,2017,constant,foreign,indirect.hire,foreign.national.indirect.hire,786365000
tbl_6-15,2018,constant,us,direct.hire,general.schedule,77284750000
tbl_6-15,2018,constant,us,direct.hire,wage.board,11981002000
tbl_6-15,2018,constant,foreign,direct.hire,foreign.nationals.direct.hire,655464000
tbl_6-15,2018,constant,foreign,indirect.hire,foreign.national.indirect.hire,977548000
tbl_6-15,2019,constant,us,direct.hire,general.schedule,80996374000
tbl_6-15,2019,constant,us,direct.hire,wage.board,11719066000
tbl_6-15,2019,constant,foreign,direct.hire,foreign.nationals.direct.hire,687802000
tbl_6-15,2019,constant,foreign,indirect.hire,foreign.national.indirect.hire,1232472000
tbl_6-15,2020,constant,us,direct.hire,general.schedule,82311621000
tbl_6-15,2020,constant,us,direct.hire,wage.board,11463693000
tbl_6-15,2020,constant,foreign,direct.hire,foreign.nationals.direct.hire,469515000
tbl_6-15,2020,constant,foreign,indirect.hire,foreign.national.indirect.hire,724827000
tbl_6-15,2021,constant,us,direct.hire,general.schedule,82615821000
tbl_6-15,2021,constant,us,direct.hire,wage.board,10797683000
tbl_6-15,2021,constant,foreign,direct.hire,foreign.nationals.direct.hire,639112000
tbl_6-15,2021,constant,foreign,indirect.hire,foreign.national.indirect.hire,726532000
tbl_6-15,2022,constant,us,direct.hire,general.schedule,84851868000
tbl_6-15,2022,constant,us,direct.hire,wage.board,10880441000
tbl_6-15,2022,constant,foreign,direct.hire,foreign.nationals.direct.hire,649233000
tbl_6-15,2022,constant,foreign,indirect.hire,foreign.national.indirect.hire,731182000
tbl_6-15,2023,constant,us,direct.hire,general.schedule,NA
tbl_6-15,2023,constant,us,direct.hire,wage.board,NA
tbl_6-15,2023,constant,foreign,direct.hire,foreign.nationals.direct.hire,NA
tbl_6-15,2023,constant,foreign,indirect.hire,foreign.national.indirect.hire,NA
tbl_6-15,2024,constant,us,direct.hire,general.schedule,NA
tbl_6-15,2024,constant,us,direct.hire,wage.board,NA
tbl_6-15,2024,constant,foreign,direct.hire,foreign.nationals.direct.hire,NA
tbl_6-15,2024,constant,foreign,indirect.hire,foreign.national.indirect.hire,NA
tbl_6-15,2025,constant,us,direct.hire,general.schedule,NA
tbl_6-15,2025,constant,us,direct.hire,wage.board,NA
tbl_6-15,2025,constant,foreign,direct.hire,foreign.nationals.direct.hire,NA
tbl_6-15,2025,constant,foreign,indirect.hire,foreign.national.indirect.hire,NA
tbl_6-15,2026,constant,us,direct.hire,general.schedule,NA
tbl_6-15,2026,constant,us,direct.hire,wage.board,NA
tbl_6-15,2026,constant,foreign,direct.hire,foreign.nationals.direct.hire,NA
tbl_6-15,2026,constant,foreign,indirect.hire,foreign.national.indirect.hire,NA
tbl_6-15,2027,constant,us,direct.hire,general.schedule,NA
tbl_6-15,2027,constant,us,direct.hire,wage.board,NA
tbl_6-15,2027,constant,foreign,direct.hire,foreign.nationals.direct.hire,NA
tbl_6-15,2027,constant,foreign,indirect.hire,foreign.national.indirect.hire,NA
