source.table,budget.type,deflator.type,FY,major.force.program,amount
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2025,central.supply.and.maintenance,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2026,central.supply.and.maintenance,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1962,central.supply.and.maintenance,46409000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1963,central.supply.and.maintenance,46254000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1964,central.supply.and.maintenance,45757000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1965,central.supply.and.maintenance,46286000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1966,central.supply.and.maintenance,56678000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1967,central.supply.and.maintenance,64811000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1968,central.supply.and.maintenance,67006000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1969,central.supply.and.maintenance,71030000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1970,central.supply.and.maintenance,65053000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1971,central.supply.and.maintenance,57266000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1972,central.supply.and.maintenance,55099000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1973,central.supply.and.maintenance,51229000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1974,central.supply.and.maintenance,45731000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1975,central.supply.and.maintenance,43696000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1976,central.supply.and.maintenance,42108000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1977,central.supply.and.maintenance,45508000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1978,central.supply.and.maintenance,45445000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1979,central.supply.and.maintenance,45436000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1980,central.supply.and.maintenance,47174000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1981,central.supply.and.maintenance,48776000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1982,central.supply.and.maintenance,49713000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1983,central.supply.and.maintenance,53230000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1984,central.supply.and.maintenance,57335000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1985,central.supply.and.maintenance,58949000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1986,central.supply.and.maintenance,55374000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1987,central.supply.and.maintenance,53122000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1988,central.supply.and.maintenance,56435000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1989,central.supply.and.maintenance,57262000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1990,central.supply.and.maintenance,58662000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1991,central.supply.and.maintenance,60939000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1992,central.supply.and.maintenance,46775000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1993,central.supply.and.maintenance,39335000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1994,central.supply.and.maintenance,33314000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1995,central.supply.and.maintenance,31638000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1996,central.supply.and.maintenance,29890000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1997,central.supply.and.maintenance,28636000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1998,central.supply.and.maintenance,27455000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1999,central.supply.and.maintenance,28437000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2000,central.supply.and.maintenance,32232000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2001,central.supply.and.maintenance,30075000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2002,central.supply.and.maintenance,31668000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2003,central.supply.and.maintenance,38853000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2004,central.supply.and.maintenance,38851000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2005,central.supply.and.maintenance,35957000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2006,central.supply.and.maintenance,38462000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2007,central.supply.and.maintenance,33700000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2008,central.supply.and.maintenance,38338000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2009,central.supply.and.maintenance,34917000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2010,central.supply.and.maintenance,38139000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2011,central.supply.and.maintenance,36476000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2012,central.supply.and.maintenance,38033000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2013,central.supply.and.maintenance,33160000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2014,central.supply.and.maintenance,31862000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2015,central.supply.and.maintenance,28268000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2016,central.supply.and.maintenance,28040000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2017,central.supply.and.maintenance,27495000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2018,central.supply.and.maintenance,26192000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2019,central.supply.and.maintenance,28273000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2020,central.supply.and.maintenance,28666000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2021,central.supply.and.maintenance,26126000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2022,central.supply.and.maintenance,25851000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2023,central.supply.and.maintenance,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2024,central.supply.and.maintenance,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2025,central.supply.and.maintenance,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2026,central.supply.and.maintenance,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1962,training.medical.and.other,5868000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1963,training.medical.and.other,6325000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1964,training.medical.and.other,6921000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1965,training.medical.and.other,7429000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1966,training.medical.and.other,9158000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1967,training.medical.and.other,10624000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1968,training.medical.and.other,12150000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1969,training.medical.and.other,12778000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1970,training.medical.and.other,13665000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1971,training.medical.and.other,14444000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1972,training.medical.and.other,15199000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1973,training.medical.and.other,16241000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1974,training.medical.and.other,17930000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1975,training.medical.and.other,19938000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1976,training.medical.and.other,21499000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1977,training.medical.and.other,22463000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1978,training.medical.and.other,23989000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1979,training.medical.and.other,26067000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1980,training.medical.and.other,29302000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1981,training.medical.and.other,35278000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1982,training.medical.and.other,39872000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1983,training.medical.and.other,42202000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1984,training.medical.and.other,43812000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1985,training.medical.and.other,33601000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1986,training.medical.and.other,34551000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1987,training.medical.and.other,36557000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1988,training.medical.and.other,37816000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1989,training.medical.and.other,39331000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1990,training.medical.and.other,40374000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1991,training.medical.and.other,44210000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1992,training.medical.and.other,44136000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1993,training.medical.and.other,42775000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1994,training.medical.and.other,42043000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1995,training.medical.and.other,43072000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1996,training.medical.and.other,44138000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1997,training.medical.and.other,43713000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1998,training.medical.and.other,43692000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1999,training.medical.and.other,44165000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2000,training.medical.and.other,47594000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2001,training.medical.and.other,53416000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2002,training.medical.and.other,56134000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2003,training.medical.and.other,62191000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2004,training.medical.and.other,64033000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2005,training.medical.and.other,63489000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2006,training.medical.and.other,75764000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2007,training.medical.and.other,68687000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2008,training.medical.and.other,72646000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2009,training.medical.and.other,83560000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2010,training.medical.and.other,70005000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2011,training.medical.and.other,85804000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2012,training.medical.and.other,86573000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2013,training.medical.and.other,81921000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2014,training.medical.and.other,82210000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2015,training.medical.and.other,80125000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2016,training.medical.and.other,79748000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2017,training.medical.and.other,81244000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2018,training.medical.and.other,87692000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2019,training.medical.and.other,85686000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2020,training.medical.and.other,91574000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2021,training.medical.and.other,89807000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2022,training.medical.and.other,96263000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2023,training.medical.and.other,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2024,training.medical.and.other,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2025,training.medical.and.other,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2026,training.medical.and.other,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1962,training.medical.and.other,73543000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1963,training.medical.and.other,77995000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1964,training.medical.and.other,80737000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1965,training.medical.and.other,83224000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1966,training.medical.and.other,95370000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1967,training.medical.and.other,106175000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1968,training.medical.and.other,117186000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1969,training.medical.and.other,118059000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1970,training.medical.and.other,115376000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1971,training.medical.and.other,112568000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1972,training.medical.and.other,106734000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1973,training.medical.and.other,104002000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1974,training.medical.and.other,105361000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1975,training.medical.and.other,106703000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1976,training.medical.and.other,108495000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1977,training.medical.and.other,103618000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1978,training.medical.and.other,102439000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1979,training.medical.and.other,103577000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1980,training.medical.and.other,105009000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1981,training.medical.and.other,112552000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1982,training.medical.and.other,116579000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1983,training.medical.and.other,118238000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1984,training.medical.and.other,118433000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1985,training.medical.and.other,94737000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1986,training.medical.and.other,94251000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1987,training.medical.and.other,96132000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1988,training.medical.and.other,95854000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1989,training.medical.and.other,95968000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1990,training.medical.and.other,95351000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1991,training.medical.and.other,97912000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1992,training.medical.and.other,94234000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1993,training.medical.and.other,92704000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1994,training.medical.and.other,88910000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1995,training.medical.and.other,88652000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1996,training.medical.and.other,88371000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1997,training.medical.and.other,85296000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1998,training.medical.and.other,82177000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1999,training.medical.and.other,80490000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2000,training.medical.and.other,84663000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2001,training.medical.and.other,91236000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2002,training.medical.and.other,93221000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2003,training.medical.and.other,97880000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2004,training.medical.and.other,95952000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2005,training.medical.and.other,89993000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2006,training.medical.and.other,104036000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2007,training.medical.and.other,92458000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2008,training.medical.and.other,95661000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2009,training.medical.and.other,106357000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2010,training.medical.and.other,86895000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2011,training.medical.and.other,104356000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2012,training.medical.and.other,103655000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2013,training.medical.and.other,96399000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2014,training.medical.and.other,95707000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2015,training.medical.and.other,92747000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2016,training.medical.and.other,90999000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2017,training.medical.and.other,91013000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2018,training.medical.and.other,95808000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2019,training.medical.and.other,92120000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2020,training.medical.and.other,96249000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2021,training.medical.and.other,92322000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2022,training.medical.and.other,96263000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2023,training.medical.and.other,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2024,training.medical.and.other,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2025,training.medical.and.other,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,2026,training.medical.and.other,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1962,administration.and.associated,1058000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1963,administration.and.associated,1113000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1964,administration.and.associated,1111000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1965,administration.and.associated,1186000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1966,administration.and.associated,1470000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1967,administration.and.associated,1308000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1968,administration.and.associated,1287000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1969,administration.and.associated,1377000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1970,administration.and.associated,1514000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1971,administration.and.associated,1607000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1972,administration.and.associated,1737000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1973,administration.and.associated,1849000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1974,administration.and.associated,1896000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1975,administration.and.associated,2103000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1976,administration.and.associated,2259000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1977,administration.and.associated,2127000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1978,administration.and.associated,2244000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1979,administration.and.associated,2403000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1980,administration.and.associated,2542000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1981,administration.and.associated,3353000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1982,administration.and.associated,3684000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1983,administration.and.associated,4109000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1984,administration.and.associated,4826000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1985,administration.and.associated,5892000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1986,administration.and.associated,7170000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1987,administration.and.associated,6250000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1988,administration.and.associated,6785000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1989,administration.and.associated,6833000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1990,administration.and.associated,6669000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1991,administration.and.associated,8614000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1992,administration.and.associated,6370000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1993,administration.and.associated,7786000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1994,administration.and.associated,6449000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1995,administration.and.associated,7372000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1996,administration.and.associated,6886000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1997,administration.and.associated,7345000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1998,administration.and.associated,7621000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,1999,administration.and.associated,8386000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2000,administration.and.associated,8406000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2001,administration.and.associated,9337000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2002,administration.and.associated,22399000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2003,administration.and.associated,11440000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2004,administration.and.associated,15639000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2005,administration.and.associated,29269000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2006,administration.and.associated,10024000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2007,administration.and.associated,20310000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2008,administration.and.associated,32115000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2009,administration.and.associated,29654000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2010,administration.and.associated,91106000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2011,administration.and.associated,30475000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2012,administration.and.associated,24657000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2013,administration.and.associated,23833000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2014,administration.and.associated,20411000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2015,administration.and.associated,19003000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2016,administration.and.associated,23397000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2017,administration.and.associated,19689000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2018,administration.and.associated,15588000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2019,administration.and.associated,25281000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2020,administration.and.associated,23455000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2021,administration.and.associated,18292000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2022,administration.and.associated,16891000000
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2023,administration.and.associated,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2024,administration.and.associated,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2025,administration.and.associated,0
tbl.6.04_Current.TOA.by.Major.Force.Program,TOA,current,2026,administration.and.associated,0
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1962,administration.and.associated,12046000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1963,administration.and.associated,12155000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1964,administration.and.associated,11731000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1965,administration.and.associated,11838000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1966,administration.and.associated,13378000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1967,administration.and.associated,11465000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1968,administration.and.associated,11161000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1969,administration.and.associated,11427000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1970,administration.and.associated,11769000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1971,administration.and.associated,11611000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1972,administration.and.associated,11574000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1973,administration.and.associated,11223000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1974,administration.and.associated,10456000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1975,administration.and.associated,10569000000
tbl.6.05_Constant.TOA.by.Major.Force.Program,TOA,constant,1976,administration.and.associated,10270000000
