budget.type,service,source.table,deflator.type,public.law.title,FY,amount
outlays,navy,6.23,current,O.M.,1989,29422000000
outlays,navy,6.23,current,Procurement,1989,32908000000
outlays,navy,6.23,current,RDT.E,1989,9291000000
outlays,navy,6.23,current,MILCON,1989,1535000000
outlays,navy,6.23,current,family.housing,1989,736000000
outlays,navy,6.23,current,revolving.and.management,1989,159000000
outlays,navy,6.23,current,trust.receipts.and.other,1989,20000000
outlays,navy,6.23,constant,MILPERS,1989,66470000000
outlays,navy,6.23,constant,O.M.,1989,65121000000
outlays,navy,6.23,constant,Procurement,1989,60924000000
outlays,navy,6.23,constant,RDT.E,1989,17253000000
outlays,navy,6.23,constant,MILCON,1989,2912000000
outlays,navy,6.23,constant,family.housing,1989,1377000000
outlays,navy,6.23,constant,revolving.and.management,1989,294000000
outlays,navy,6.23,constant,trust.receipts.and.other,1989,36000000
outlays,navy,6.23,current,MILPERS,1990,25962000000
outlays,navy,6.23,current,O.M.,1990,28188000000
outlays,navy,6.23,current,Procurement,1990,32617000000
outlays,navy,6.23,current,RDT.E,1990,9160000000
outlays,navy,6.23,current,MILCON,1990,1438000000
outlays,navy,6.23,current,family.housing,1990,804000000
outlays,navy,6.23,current,revolving.and.management,1990,-274000000
outlays,navy,6.23,current,trust.receipts.and.other,1990,-170000000
outlays,navy,6.23,constant,MILPERS,1990,63515000000
outlays,navy,6.23,constant,O.M.,1990,60901000000
outlays,navy,6.23,constant,Procurement,1990,58006000000
outlays,navy,6.23,constant,RDT.E,1990,16343000000
outlays,navy,6.23,constant,MILCON,1990,2626000000
outlays,navy,6.23,constant,family.housing,1990,1445000000
outlays,navy,6.23,constant,revolving.and.management,1990,-488000000
outlays,navy,6.23,constant,trust.receipts.and.other,1990,-302000000
outlays,navy,6.23,current,MILPERS,1991,28184000000
outlays,navy,6.23,current,O.M.,1991,31027000000
outlays,navy,6.23,current,Procurement,1991,34294000000
outlays,navy,6.23,current,RDT.E,1991,7586000000
outlays,navy,6.23,current,MILCON,1991,871000000
outlays,navy,6.23,current,family.housing,1991,797000000
outlays,navy,6.23,current,revolving.and.management,1991,-383000000
outlays,navy,6.23,current,trust.receipts.and.other,1991,-196000000
outlays,navy,6.23,constant,MILPERS,1991,65114000000
outlays,navy,6.23,constant,O.M.,1991,61557000000
outlays,navy,6.23,constant,Procurement,1991,58474000000
outlays,navy,6.23,constant,RDT.E,1991,12989000000
outlays,navy,6.23,constant,MILCON,1991,1550000000
outlays,navy,6.23,constant,family.housing,1991,1368000000
outlays,navy,6.23,constant,revolving.and.management,1991,-653000000
outlays,navy,6.23,constant,trust.receipts.and.other,1991,-334000000
outlays,navy,6.23,current,MILPERS,1992,28226000000
outlays,navy,6.23,current,O.M.,1992,27165000000
outlays,navy,6.23,current,Procurement,1992,31976000000
outlays,navy,6.23,current,RDT.E,1992,7826000000
outlays,navy,6.23,current,MILCON,1992,1090000000
outlays,navy,6.23,current,family.housing,1992,787000000
outlays,navy,6.23,current,revolving.and.management,1992,-3000000
outlays,navy,6.23,current,trust.receipts.and.other,1992,-209000000
outlays,navy,6.23,constant,MILPERS,1992,63386000000
outlays,navy,6.23,constant,O.M.,1992,53914000000
outlays,navy,6.23,constant,Procurement,1992,52934000000
outlays,navy,6.23,constant,RDT.E,1992,13012000000
outlays,navy,6.23,constant,MILCON,1992,1860000000
outlays,navy,6.23,constant,family.housing,1992,1318000000
outlays,navy,6.23,constant,revolving.and.management,1992,-5000000
outlays,navy,6.23,constant,trust.receipts.and.other,1992,-346000000
outlays,navy,6.23,current,MILPERS,1993,27278000000
outlays,navy,6.23,current,O.M.,1993,27002000000
outlays,navy,6.23,current,Procurement,1993,29991000000
outlays,navy,6.23,current,RDT.E,1993,8944000000
outlays,navy,6.23,current,MILCON,1993,926000000
outlays,navy,6.23,current,family.housing,1993,880000000
outlays,navy,6.23,current,revolving.and.management,1993,96000000
outlays,navy,6.23,current,trust.receipts.and.other,1993,-203000000
outlays,navy,6.23,constant,MILPERS,1993,58736000000
outlays,navy,6.23,constant,O.M.,1993,51897000000
outlays,navy,6.23,constant,Procurement,1993,48484000000
outlays,navy,6.23,constant,RDT.E,1993,14996000000
outlays,navy,6.23,constant,MILCON,1993,1552000000
outlays,navy,6.23,constant,family.housing,1993,1437000000
outlays,navy,6.23,constant,revolving.and.management,1993,155000000
outlays,navy,6.23,constant,trust.receipts.and.other,1993,-328000000
outlays,navy,6.23,current,MILPERS,1994,26442000000
outlays,navy,6.23,current,O.M.,1994,23015000000
outlays,navy,6.23,current,Procurement,1994,26534000000
outlays,navy,6.23,current,RDT.E,1994,7990000000
outlays,navy,6.23,current,MILCON,1994,814000000
outlays,navy,6.23,current,family.housing,1994,831000000
outlays,navy,6.23,current,revolving.and.management,1994,457000000
outlays,navy,6.23,current,trust.receipts.and.other,1994,-155000000
outlays,navy,6.23,constant,MILPERS,1994,55379000000
outlays,navy,6.23,constant,O.M.,1994,42662000000
outlays,navy,6.23,constant,Procurement,1994,42055000000
outlays,navy,6.23,constant,RDT.E,1994,12928000000
outlays,navy,6.23,constant,MILCON,1994,1338000000
outlays,navy,6.23,constant,family.housing,1994,1330000000
outlays,navy,6.23,constant,revolving.and.management,1994,724000000
outlays,navy,6.23,constant,trust.receipts.and.other,1994,-246000000
outlays,navy,6.23,current,MILPERS,1995,25722000000
outlays,navy,6.23,current,O.M.,1995,25900000000
outlays,navy,6.23,current,Procurement,1995,23083000000
outlays,navy,6.23,current,RDT.E,1995,9230000000
outlays,navy,6.23,current,MILCON,1995,806000000
outlays,navy,6.23,current,family.housing,1995,1161000000
outlays,navy,6.23,current,revolving.and.management,1995,659000000
outlays,navy,6.23,current,trust.receipts.and.other,1995,-650000000
outlays,navy,6.23,constant,MILPERS,1995,52465000000
outlays,navy,6.23,constant,O.M.,1995,46462000000
outlays,navy,6.23,constant,Procurement,1995,35903000000
outlays,navy,6.23,constant,RDT.E,1995,14602000000
outlays,navy,6.23,constant,MILCON,1995,1303000000
outlays,navy,6.23,constant,family.housing,1995,1821000000
outlays,navy,6.23,constant,revolving.and.management,1995,1025000000
outlays,navy,6.23,constant,trust.receipts.and.other,1995,-1012000000
outlays,navy,6.23,current,MILPERS,1996,23849000000
outlays,navy,6.23,current,O.M.,1996,22403000000
outlays,navy,6.23,current,Procurement,1996,19239000000
outlays,navy,6.23,current,RDT.E,1996,9404000000
outlays,navy,6.23,current,MILCON,1996,1455000000
outlays,navy,6.23,current,family.housing,1996,1368000000
outlays,navy,6.23,current,revolving.and.management,1996,1507000000
outlays,navy,6.23,current,trust.receipts.and.other,1996,362000000
outlays,navy,6.23,constant,MILPERS,1996,48201000000
outlays,navy,6.23,constant,O.M.,1996,40099000000
outlays,navy,6.23,constant,Procurement,1996,29338000000
outlays,navy,6.23,constant,RDT.E,1996,14560000000
outlays,navy,6.23,constant,MILCON,1996,2272000000
outlays,navy,6.23,constant,family.housing,1996,2099000000
outlays,navy,6.23,constant,revolving.and.management,1996,2299000000
outlays,navy,6.23,constant,trust.receipts.and.other,1996,553000000
outlays,navy,6.23,current,MILPERS,1997,24773000000
outlays,navy,6.23,current,O.M.,1997,25064000000
outlays,navy,6.23,current,Procurement,1997,18303000000
outlays,navy,6.23,current,RDT.E,1997,8220000000
outlays,navy,6.23,current,MILCON,1997,1842000000
outlays,navy,6.23,current,family.housing,1997,1377000000
outlays,navy,6.23,current,revolving.and.management,1997,2637000000
outlays,navy,6.23,current,trust.receipts.and.other,1997,-119000000
outlays,navy,6.23,constant,MILPERS,1997,48157000000
outlays,navy,6.23,constant,O.M.,1997,42994000000
outlays,navy,6.23,constant,Procurement,1997,27417000000
outlays,navy,6.23,constant,RDT.E,1997,12504000000
outlays,navy,6.23,constant,MILCON,1997,2814000000
outlays,navy,6.23,constant,family.housing,1997,2077000000
outlays,navy,6.23,constant,revolving.and.management,1997,3951000000
outlays,navy,6.23,constant,trust.receipts.and.other,1997,-178000000
outlays,navy,6.23,current,MILPERS,1998,24116000000
outlays,navy,6.23,current,O.M.,1998,25002000000
outlays,navy,6.23,current,Procurement,1998,18228000000
outlays,navy,6.23,current,RDT.E,1998,7837000000
outlays,navy,6.23,current,MILCON,1998,1672000000
outlays,navy,6.23,current,family.housing,1998,1429000000
outlays,navy,6.23,current,revolving.and.management,1998,1133000000
outlays,navy,6.23,current,trust.receipts.and.other,1998,-1368000000
outlays,navy,6.23,constant,MILPERS,1998,44907000000
outlays,navy,6.23,constant,O.M.,1998,41780000000
outlays,navy,6.23,constant,Procurement,1998,27114000000
outlays,navy,6.23,constant,RDT.E,1998,11815000000
outlays,navy,6.23,constant,MILCON,1998,2532000000
outlays,navy,6.23,constant,family.housing,1998,2142000000
outlays,navy,6.23,constant,revolving.and.management,1998,1685000000
outlays,navy,6.23,constant,trust.receipts.and.other,1998,-2035000000
outlays,navy,6.23,current,MILPERS,1999,24341000000
outlays,navy,6.23,current,O.M.,1999,24630000000
outlays,navy,6.23,current,Procurement,1999,18351000000
outlays,navy,6.23,current,RDT.E,1999,8052000000
outlays,navy,6.23,current,MILCON,1999,722000000
outlays,navy,6.23,current,family.housing,1999,1330000000
outlays,navy,6.23,current,revolving.and.management,1999,1115000000
outlays,navy,6.23,current,trust.receipts.and.other,1999,58000000
outlays,navy,6.23,constant,MILPERS,1999,43936000000
outlays,navy,6.23,constant,O.M.,1999,41327000000
outlays,navy,6.23,constant,Procurement,1999,27080000000
outlays,navy,6.23,constant,RDT.E,1999,12134000000
outlays,navy,6.23,constant,MILCON,1999,1103000000
outlays,navy,6.23,constant,family.housing,1999,1976000000
outlays,navy,6.23,constant,revolving.and.management,1999,1645000000
outlays,navy,6.23,constant,trust.receipts.and.other,1999,85000000
outlays,navy,6.23,current,MILPERS,2000,26455000000
outlays,navy,6.23,current,O.M.,2000,28143000000
outlays,navy,6.23,current,Procurement,2000,20960000000
outlays,navy,6.23,current,RDT.E,2000,8857000000
outlays,navy,6.23,current,MILCON,2000,855000000
outlays,navy,6.23,current,family.housing,2000,1185000000
outlays,navy,6.23,current,revolving.and.management,2000,1087000000
outlays,navy,6.23,current,trust.receipts.and.other,2000,-337000000
outlays,navy,6.23,constant,MILPERS,2000,45244000000
outlays,navy,6.23,constant,O.M.,2000,45586000000
outlays,navy,6.23,constant,Procurement,2000,30503000000
outlays,navy,6.23,constant,RDT.E,2000,13069000000
outlays,navy,6.23,constant,MILCON,2000,1273000000
outlays,navy,6.23,constant,family.housing,2000,1743000000
outlays,navy,6.23,constant,revolving.and.management,2000,1581000000
outlays,navy,6.23,constant,trust.receipts.and.other,2000,-491000000
outlays,navy,6.23,current,MILPERS,2001,26198000000
outlays,navy,6.23,current,O.M.,2001,29013000000
outlays,navy,6.23,current,Procurement,2001,22603000000
outlays,navy,6.23,current,RDT.E,2001,9462000000
outlays,navy,6.23,current,MILCON,2001,1295000000
outlays,navy,6.23,current,family.housing,2001,1194000000
outlays,navy,6.23,current,revolving.and.management,2001,837000000
outlays,navy,6.23,current,trust.receipts.and.other,2001,-157000000
outlays,navy,6.23,constant,MILPERS,2001,43689000000
outlays,navy,6.23,constant,O.M.,2001,44831000000
outlays,navy,6.23,constant,Procurement,2001,32281000000
outlays,navy,6.23,constant,RDT.E,2001,13656000000
outlays,navy,6.23,constant,MILCON,2001,1871000000
outlays,navy,6.23,constant,family.housing,2001,1718000000
outlays,navy,6.23,constant,revolving.and.management,2001,1196000000
outlays,navy,6.23,constant,trust.receipts.and.other,2001,-225000000
outlays,navy,6.23,current,MILPERS,2002,30124000000
outlays,navy,6.23,current,O.M.,2002,31435000000
outlays,navy,6.23,current,Procurement,2002,24203000000
outlays,navy,6.23,current,RDT.E,2002,10359000000
outlays,navy,6.23,current,MILCON,2002,1236000000
outlays,navy,6.23,current,family.housing,2002,1283000000
outlays,navy,6.23,current,revolving.and.management,2002,87000000
outlays,navy,6.23,current,trust.receipts.and.other,2002,-179000000
outlays,navy,6.23,constant,MILPERS,2002,47336000000
outlays,navy,6.23,constant,O.M.,2002,47798000000
outlays,navy,6.23,constant,Procurement,2002,34292000000
outlays,navy,6.23,constant,RDT.E,2002,14765000000
outlays,navy,6.23,constant,MILCON,2002,1762000000
outlays,navy,6.23,constant,family.housing,2002,1834000000
outlays,navy,6.23,constant,revolving.and.management,2002,123000000
outlays,navy,6.23,constant,trust.receipts.and.other,2002,-253000000
outlays,navy,6.23,current,MILPERS,2003,35630000000
outlays,navy,6.23,current,O.M.,2003,36471000000
outlays,navy,6.23,current,Procurement,2003,25097000000
outlays,navy,6.23,current,RDT.E,2003,12193000000
outlays,navy,6.23,current,MILCON,2003,1185000000
outlays,navy,6.23,current,family.housing,2003,1226000000
outlays,navy,6.23,current,revolving.and.management,2003,428000000
outlays,navy,6.23,current,trust.receipts.and.other,2003,-213000000
outlays,navy,6.23,constant,MILPERS,2003,54493000000
outlays,navy,6.23,constant,O.M.,2003,54891000000
outlays,navy,6.23,constant,Procurement,2003,35208000000
outlays,navy,6.23,constant,RDT.E,2003,17140000000
outlays,navy,6.23,constant,MILCON,2003,1665000000
outlays,navy,6.23,constant,family.housing,2003,1743000000
outlays,navy,6.23,constant,revolving.and.management,2003,601000000
outlays,navy,6.23,constant,trust.receipts.and.other,2003,-299000000
outlays,navy,6.23,current,MILPERS,2004,36631000000
outlays,navy,6.23,current,O.M.,2004,37935000000
outlays,navy,6.23,current,Procurement,2004,27243000000
outlays,navy,6.23,current,RDT.E,2004,14136000000
outlays,navy,6.23,current,MILCON,2004,1582000000
outlays,navy,6.23,current,family.housing,2004,1090000000
outlays,navy,6.23,current,revolving.and.management,2004,1437000000
outlays,navy,6.23,current,trust.receipts.and.other,2004,326000000
outlays,navy,6.23,constant,MILPERS,2004,54327000000
outlays,navy,6.23,constant,O.M.,2004,54980000000
outlays,navy,6.23,constant,Procurement,2004,37468000000
outlays,navy,6.23,constant,RDT.E,2004,19447000000
outlays,navy,6.23,constant,MILCON,2004,2173000000
outlays,navy,6.23,constant,family.housing,2004,1517000000
outlays,navy,6.23,constant,revolving.and.management,2004,1977000000
outlays,navy,6.23,constant,trust.receipts.and.other,2004,449000000
outlays,navy,6.23,current,MILPERS,2005,39701000000
outlays,navy,6.23,current,O.M.,2005,39256000000
outlays,navy,6.23,current,Procurement,2005,27974000000
outlays,navy,6.23,current,RDT.E,2005,16039000000
outlays,navy,6.23,current,MILCON,2005,1357000000
outlays,navy,6.23,current,family.housing,2005,938000000
outlays,navy,6.23,current,revolving.and.management,2005,719000000
outlays,navy,6.23,current,trust.receipts.and.other,2005,104000000
outlays,navy,6.23,constant,MILPERS,2005,56917000000
outlays,navy,6.23,constant,O.M.,2005,53006000000
outlays,navy,6.23,constant,Procurement,2005,37426000000
outlays,navy,6.23,constant,RDT.E,2005,21451000000
outlays,navy,6.23,constant,MILCON,2005,1811000000
outlays,navy,6.23,constant,family.housing,2005,1253000000
outlays,navy,6.23,constant,revolving.and.management,2005,962000000
outlays,navy,6.23,constant,trust.receipts.and.other,2005,139000000
outlays,navy,6.23,current,MILPERS,2006,39920000000
outlays,navy,6.23,current,O.M.,2006,42179000000
outlays,navy,6.23,current,Procurement,2006,30031000000
outlays,navy,6.23,current,RDT.E,2006,17423000000
outlays,navy,6.23,current,MILCON,2006,1322000000
outlays,navy,6.23,current,family.housing,2006,750000000
outlays,navy,6.23,current,revolving.and.management,2006,804000000
outlays,navy,6.23,current,trust.receipts.and.other,2006,-162000000
outlays,navy,6.23,constant,MILPERS,2006,55468000000
outlays,navy,6.23,constant,O.M.,2006,54826000000
outlays,navy,6.23,constant,Procurement,2006,38969000000
outlays,navy,6.23,constant,RDT.E,2006,22579000000
outlays,navy,6.23,constant,MILCON,2006,1710000000
outlays,navy,6.23,constant,family.housing,2006,972000000
outlays,navy,6.23,constant,revolving.and.management,2006,1043000000
outlays,navy,6.23,constant,trust.receipts.and.other,2006,-210000000
outlays,navy,6.23,current,MILPERS,2007,39711000000
outlays,navy,6.23,current,O.M.,2007,43720000000
outlays,navy,6.23,current,Procurement,2007,32982000000
outlays,navy,6.23,current,RDT.E,2007,18752000000
outlays,navy,6.23,current,MILCON,2007,1586000000
outlays,navy,6.23,current,family.housing,2007,646000000
outlays,navy,6.23,current,revolving.and.management,2007,1971000000
outlays,navy,6.23,current,trust.receipts.and.other,2007,-229000000
outlays,navy,6.23,constant,MILPERS,2007,53793000000
outlays,navy,6.23,constant,O.M.,2007,55354000000
outlays,navy,6.23,constant,Procurement,2007,41674000000
outlays,navy,6.23,constant,RDT.E,2007,23673000000
outlays,navy,6.23,constant,MILCON,2007,2001000000
outlays,navy,6.23,constant,family.housing,2007,816000000
outlays,navy,6.23,constant,revolving.and.management,2007,2491000000
outlays,navy,6.23,constant,trust.receipts.and.other,2007,-289000000
outlays,navy,6.23,current,MILPERS,2008,42937000000
outlays,navy,6.23,current,O.M.,2008,48953000000
outlays,navy,6.23,current,Procurement,2008,37679000000
outlays,navy,6.23,current,RDT.E,2008,18563000000
outlays,navy,6.23,current,MILCON,2008,1973000000
outlays,navy,6.23,current,family.housing,2008,525000000
outlays,navy,6.23,current,revolving.and.management,2008,1891000000
outlays,navy,6.23,current,trust.receipts.and.other,2008,-61000000
outlays,navy,6.23,constant,MILPERS,2008,56103000000
outlays,navy,6.23,constant,O.M.,2008,59403000000
outlays,navy,6.23,constant,Procurement,2008,46492000000
outlays,navy,6.23,constant,RDT.E,2008,22782000000
outlays,navy,6.23,constant,MILCON,2008,2427000000
outlays,navy,6.23,constant,family.housing,2008,647000000
outlays,navy,6.23,constant,revolving.and.management,2008,2334000000
outlays,navy,6.23,constant,trust.receipts.and.other,2008,-75000000
outlays,navy,6.23,current,MILPERS,2009,44463000000
outlays,navy,6.23,current,O.M.,2009,50218000000
outlays,navy,6.23,current,Procurement,2009,39810000000
outlays,navy,6.23,current,RDT.E,2009,19411000000
outlays,navy,6.23,current,MILCON,2009,2507000000
outlays,navy,6.23,current,family.housing,2009,496000000
outlays,navy,6.23,current,revolving.and.management,2009,1258000000
outlays,navy,6.23,current,trust.receipts.and.other,2009,-57000000
outlays,navy,6.23,constant,MILPERS,2009,56290000000
outlays,navy,6.23,constant,O.M.,2009,61070000000
outlays,navy,6.23,constant,Procurement,2009,48396000000
outlays,navy,6.23,constant,RDT.E,2009,23413000000
outlays,navy,6.23,constant,MILCON,2009,3032000000
outlays,navy,6.23,constant,family.housing,2009,601000000
outlays,navy,6.23,constant,revolving.and.management,2009,1530000000
outlays,navy,6.23,constant,trust.receipts.and.other,2009,-69000000
outlays,navy,6.23,current,MILPERS,2010,46283000000
outlays,navy,6.23,current,O.M.,2010,52769000000
outlays,navy,6.23,current,Procurement,2010,42425000000
outlays,navy,6.23,current,RDT.E,2010,19201000000
outlays,navy,6.23,current,MILCON,2010,3943000000
outlays,navy,6.23,current,family.housing,2010,442000000
outlays,navy,6.23,current,revolving.and.management,2010,1925000000
outlays,navy,6.23,current,trust.receipts.and.other,2010,-104000000
outlays,navy,6.23,constant,MILPERS,2010,57104000000
outlays,navy,6.23,constant,O.M.,2010,62560000000
outlays,navy,6.23,constant,Procurement,2010,51165000000
outlays,navy,6.23,constant,RDT.E,2010,22877000000
outlays,navy,6.23,constant,MILCON,2010,4755000000
outlays,navy,6.23,constant,family.housing,2010,530000000
outlays,navy,6.23,constant,revolving.and.management,2010,2316000000
outlays,navy,6.23,constant,trust.receipts.and.other,2010,-126000000
outlays,navy,6.23,current,MILPERS,2011,48132000000
outlays,navy,6.23,current,O.M.,2011,56150000000
outlays,navy,6.23,current,Procurement,2011,42894000000
outlays,navy,6.23,current,RDT.E,2011,18196000000
outlays,navy,6.23,current,MILCON,2011,3630000000
outlays,navy,6.23,current,family.housing,2011,483000000
outlays,navy,6.23,current,revolving.and.management,2011,1318000000
outlays,navy,6.23,current,trust.receipts.and.other,2011,66000000
outlays,navy,6.23,constant,MILPERS,2011,58345000000
outlays,navy,6.23,constant,O.M.,2011,64696000000
outlays,navy,6.23,constant,Procurement,2011,50717000000
outlays,navy,6.23,constant,RDT.E,2011,21301000000
outlays,navy,6.23,constant,MILCON,2011,4292000000
outlays,navy,6.23,constant,family.housing,2011,569000000
outlays,navy,6.23,constant,revolving.and.management,2011,1558000000
outlays,navy,6.23,constant,trust.receipts.and.other,2011,78000000
outlays,navy,6.23,current,MILPERS,2012,46551000000
outlays,navy,6.23,current,O.M.,2012,57266000000
outlays,navy,6.23,current,Procurement,2012,42079000000
outlays,navy,6.23,current,RDT.E,2012,16805000000
outlays,navy,6.23,current,MILCON,2012,3310000000
outlays,navy,6.23,current,family.housing,2012,448000000
outlays,navy,6.23,current,revolving.and.management,2012,1426000000
outlays,navy,6.23,current,trust.receipts.and.other,2012,-202000000
outlays,navy,6.23,constant,MILPERS,2012,55480000000
outlays,navy,6.23,constant,O.M.,2012,64822000000
outlays,navy,6.23,constant,Procurement,2012,48874000000
outlays,navy,6.23,constant,RDT.E,2012,19375000000
outlays,navy,6.23,constant,MILCON,2012,3844000000
outlays,navy,6.23,constant,family.housing,2012,519000000
outlays,navy,6.23,constant,revolving.and.management,2012,1640000000
outlays,navy,6.23,constant,trust.receipts.and.other,2012,-235000000
outlays,navy,6.23,current,MILPERS,2013,44642000000
outlays,navy,6.23,current,O.M.,2013,54063000000
outlays,navy,6.23,current,Procurement,2013,41720000000
outlays,navy,6.23,current,RDT.E,2013,15555000000
outlays,navy,6.23,current,MILCON,2013,2775000000
outlays,navy,6.23,current,family.housing,2013,417000000
outlays,navy,6.23,current,revolving.and.management,2013,1053000000
outlays,navy,6.23,current,trust.receipts.and.other,2013,-66000000
outlays,navy,6.23,constant,MILPERS,2013,52252000000
outlays,navy,6.23,constant,O.M.,2013,60577000000
outlays,navy,6.23,constant,Procurement,2013,47740000000
outlays,navy,6.23,constant,RDT.E,2013,17776000000
outlays,navy,6.23,constant,MILCON,2013,3175000000
outlays,navy,6.23,constant,family.housing,2013,477000000
outlays,navy,6.23,constant,revolving.and.management,2013,1205000000
outlays,navy,6.23,constant,trust.receipts.and.other,2013,-75000000
outlays,navy,6.23,current,MILPERS,2014,45646000000
outlays,navy,6.23,current,O.M.,2014,53741000000
outlays,navy,6.23,current,Procurement,2014,41928000000
outlays,navy,6.23,current,RDT.E,2014,15497000000
outlays,navy,6.23,current,MILCON,2014,2090000000
outlays,navy,6.23,current,family.housing,2014,362000000
outlays,navy,6.23,current,revolving.and.management,2014,1094000000
outlays,navy,6.23,current,trust.receipts.and.other,2014,-205000000
outlays,navy,6.23,constant,MILPERS,2014,52666000000
outlays,navy,6.23,constant,O.M.,2014,59643000000
outlays,navy,6.23,constant,Procurement,2014,47270000000
outlays,navy,6.23,constant,RDT.E,2014,17484000000
outlays,navy,6.23,constant,MILCON,2014,2356000000
outlays,navy,6.23,constant,family.housing,2014,409000000
outlays,navy,6.23,constant,revolving.and.management,2014,1233000000
outlays,navy,6.23,constant,trust.receipts.and.other,2014,-231000000
outlays,navy,6.23,current,MILPERS,2015,45794000000
outlays,navy,6.23,current,O.M.,2015,54332000000
outlays,navy,6.23,current,Procurement,2015,40616000000
outlays,navy,6.23,current,RDT.E,2015,16160000000
outlays,navy,6.23,current,MILCON,2015,1867000000
outlays,navy,6.23,current,family.housing,2015,357000000
outlays,navy,6.23,current,revolving.and.management,2015,584000000
outlays,navy,6.23,current,trust.receipts.and.other,2015,-164000000
outlays,navy,6.23,constant,MILPERS,2015,52241000000
outlays,navy,6.23,constant,O.M.,2015,59763000000
outlays,navy,6.23,constant,Procurement,2015,45293000000
outlays,navy,6.23,constant,RDT.E,2015,18038000000
outlays,navy,6.23,constant,MILCON,2015,2082000000
outlays,navy,6.23,constant,family.housing,2015,398000000
outlays,navy,6.23,constant,revolving.and.management,2015,651000000
outlays,navy,6.23,constant,trust.receipts.and.other,2015,-183000000
outlays,navy,6.23,current,MILPERS,2016,47001000000
outlays,navy,6.23,current,O.M.,2016,54617000000
outlays,navy,6.23,current,Procurement,2016,41368000000
outlays,navy,6.23,current,RDT.E,2016,16755000000
outlays,navy,6.23,current,MILCON,2016,1596000000
outlays,navy,6.23,current,family.housing,2016,373000000
outlays,navy,6.23,current,revolving.and.management,2016,-3000000
outlays,navy,6.23,current,trust.receipts.and.other,2016,-13000000
outlays,navy,6.23,constant,MILPERS,2016,52890000000
outlays,navy,6.23,constant,O.M.,2016,60919000000
outlays,navy,6.23,constant,Procurement,2016,45584000000
outlays,navy,6.23,constant,RDT.E,2016,18484000000
outlays,navy,6.23,constant,MILCON,2016,1759000000
outlays,navy,6.23,constant,family.housing,2016,411000000
outlays,navy,6.23,constant,revolving.and.management,2016,-4000000
outlays,navy,6.23,constant,trust.receipts.and.other,2016,-14000000
outlays,navy,6.23,current,MILPERS,2017,45883000000
outlays,navy,6.23,current,O.M.,2017,54674000000
outlays,navy,6.23,current,Procurement,2017,40650000000
outlays,navy,6.23,current,RDT.E,2017,17314000000
outlays,navy,6.23,current,MILCON,2017,1535000000
outlays,navy,6.23,current,family.housing,2017,366000000
outlays,navy,6.23,current,revolving.and.management,2017,-257000000
outlays,navy,6.23,current,trust.receipts.and.other,2017,-117000000
outlays,navy,6.23,constant,MILPERS,2017,50700000000
outlays,navy,6.23,constant,O.M.,2017,59758000000
outlays,navy,6.23,constant,Procurement,2017,44044000000
outlays,navy,6.23,constant,RDT.E,2017,18771000000
outlays,navy,6.23,constant,MILCON,2017,1663000000
outlays,navy,6.23,constant,family.housing,2017,396000000
outlays,navy,6.23,constant,revolving.and.management,2017,-279000000
outlays,navy,6.23,constant,trust.receipts.and.other,2017,-127000000
outlays,navy,6.23,current,MILPERS,2018,45857000000
outlays,navy,6.23,current,O.M.,2018,57693000000
outlays,navy,6.23,current,Procurement,2018,44360000000
outlays,navy,6.23,current,RDT.E,2018,17502000000
outlays,navy,6.23,current,MILCON,2018,1604000000
outlays,navy,6.23,current,family.housing,2018,319000000
outlays,navy,6.23,current,revolving.and.management,2018,-96000000
outlays,navy,6.23,current,trust.receipts.and.other,2018,-176000000
outlays,navy,6.23,constant,MILPERS,2018,49596000000
outlays,navy,6.23,constant,O.M.,2018,61478000000
outlays,navy,6.23,constant,Procurement,2018,47029000000
outlays,navy,6.23,constant,RDT.E,2018,18578000000
outlays,navy,6.23,constant,MILCON,2018,1700000000
outlays,navy,6.23,constant,family.housing,2018,338000000
outlays,navy,6.23,constant,revolving.and.management,2018,-102000000
outlays,navy,6.23,constant,trust.receipts.and.other,2018,-187000000
outlays,navy,6.23,current,MILPERS,2019,49447000000
outlays,navy,6.23,current,O.M.,2019,63025000000
outlays,navy,6.23,current,Procurement,2019,48182000000
outlays,navy,6.23,current,RDT.E,2019,18333000000
outlays,navy,6.23,current,MILCON,2019,1690000000
outlays,navy,6.23,current,family.housing,2019,286000000
outlays,navy,6.23,current,revolving.and.management,2019,1256000000
outlays,navy,6.23,current,trust.receipts.and.other,2019,-130000000
outlays,navy,6.23,constant,MILPERS,2019,52203000000
outlays,navy,6.23,constant,O.M.,2019,65347000000
outlays,navy,6.23,constant,Procurement,2019,50129000000
outlays,navy,6.23,constant,RDT.E,2019,19098000000
outlays,navy,6.23,constant,MILCON,2019,1758000000
outlays,navy,6.23,constant,family.housing,2019,298000000
outlays,navy,6.23,constant,revolving.and.management,2019,1306000000
outlays,navy,6.23,constant,trust.receipts.and.other,2019,-135000000
outlays,navy,6.23,current,MILPERS,2020,50706000000
outlays,navy,6.23,current,O.M.,2020,67562000000
outlays,navy,6.23,current,Procurement,2020,53170000000
outlays,navy,6.23,current,RDT.E,2020,18543000000
outlays,navy,6.23,current,MILCON,2020,2101000000
outlays,navy,6.23,current,family.housing,2020,388000000
outlays,navy,6.23,current,revolving.and.management,2020,1155000000
outlays,navy,6.23,current,trust.receipts.and.other,2020,-148000000
