budget.type,deflator.type,spending.category,source.table,public.law.title,FY,amount
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1974,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1974,158377000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1974,28405000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1974,129310000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1974,78551000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1974,37325000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1974,6796000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1974,5461000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1974,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1974,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1974,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1975,24885000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1975,6239000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1975,26156000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1975,17289000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1975,8632000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1975,1828000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1975,1103000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1975,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1975,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1975,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1975,152353000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1975,30233000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1975,131442000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1975,69759000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1975,35751000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1975,6171000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1975,4833000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1975,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1975,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1975,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1976,25430000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1976,7326000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1976,28851000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1976,20996000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1976,9520000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1976,2147000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1976,1254000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1976,135000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1976,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1976,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1976,147121000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1976,31972000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1976,131419000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1976,76513000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1976,35598000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1976,6798000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1976,5100000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1976,526000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1976,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1976,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1977,25947000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1977,8219000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1977,32015000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1977,27075000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1977,10585000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1977,2210000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1977,1297000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1977,220000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1977,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1977,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1977,142612000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1977,33865000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1977,135314000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1977,95305000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1977,37646000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1977,6861000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1977,4859000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1977,792000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1977,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1977,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1978,27184000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1978,9173000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1978,34904000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1978,29948000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1978,11503000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1978,1860000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1978,1385000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1978,171000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1978,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1978,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1978,139913000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1978,35156000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1978,135575000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1978,96164000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1978,37619000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1978,5386000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1978,4849000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1978,574000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1978,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1978,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1979,28650000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1979,10282000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1979,37876000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1979,31311000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1979,12362000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1979,2535000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1979,1605000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1979,101000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1979,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1979,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1979,138911000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1979,36399000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1979,138893000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1979,90745000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1979,36265000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1979,6763000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1979,4971000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1979,311000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1979,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1979,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1980,31065000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1980,11920000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1980,46612000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1980,35087000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1980,13492000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1980,2255000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1980,1552000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1980,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1980,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1980,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1980,139554000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1980,37647000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1980,145687000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1980,92488000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1980,36262000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1980,5734000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1980,4161000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1980,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1980,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1980,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1981,36746000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1981,13724000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1981,55248000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1981,47204000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1981,16630000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1981,3403000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1981,2069000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1981,525000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1981,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1981,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1981,144052000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1981,38979000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1981,155411000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1981,114930000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1981,41294000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1981,8171000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1981,5072000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1981,1322000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1981,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1981,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1982,42829000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1982,14940000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1982,62014000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1982,63281000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1982,20090000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1982,4849000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1982,2317000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1982,347000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1982,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1982,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1982,146597000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1982,39817000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1982,165735000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1982,145176000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1982,47406000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1982,11172000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1982,5291000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1982,812000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1982,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1982,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1983,45638000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1983,15954000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1983,66760000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1983,76614000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1983,22789000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1983,4204000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1983,2624000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1983,909000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1983,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1983,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1983,149195000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1983,40190000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1983,173233000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1983,167978000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1983,51767000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1983,9471000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1983,5862000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1983,2048000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1983,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1983,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1984,48177000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1984,16503000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1984,70429000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1984,83399000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1984,26865000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1984,4744000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1984,2630000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1984,2525000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1984,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1984,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1984,150499000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1984,40207000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1984,179550000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1984,176835000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1984,58862000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1984,10323000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1984,5730000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1984,5476000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1984,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1984,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1985,68079000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1985,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1985,77647000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1985,90025000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1985,30574000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1985,5468000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1985,2826000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1985,1554000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1985,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1985,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1985,192485000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1985,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1985,192289000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1985,185190000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1985,64969000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1985,11468000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1985,5972000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1985,3260000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1985,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1985,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1986,71695000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1986,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1986,76338000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1986,87301000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1986,33470000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1986,5107000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1986,2732000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1986,1497000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1986,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1986,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1986,195313000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1986,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1986,187673000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1986,174042000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1986,69276000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1986,10414000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1986,5626000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1986,3054000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1986,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1986,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1987,74491000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1987,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1987,80316000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1987,83230000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1987,35720000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1987,5169000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1987,3132000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1987,661000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1987,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1987,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1987,197641000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1987,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1987,190423000000
